transaction_id,date,time,customer_name,customer_type,cut_type,chickens_count,live_weight_kg,carcass_weight_kg,weight_loss_kg,yield_ratio,price_per_kg,cogs_rp,revenue_rp,gross_profit_rp,payment_method,payment_status
TRX-20260702-0662,2026-07-02,06:42,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,34,67.7,49.96,17.74,0.738,35000,1489400,1748600,259200,Tempo_7H,Lunas
TRX-20260702-0663,2026-07-02,06:50,Eceran Umum,Umum,Potong 4,2,3.89,2.84,1.05,0.731,35000,85580,99400,13820,Tunai,Lunas
TRX-20260702-0664,2026-07-02,04:45,Eceran Umum,Umum,Campur,2,4.36,3.23,1.13,0.74,35000,95920,113050,17130,Tunai,Lunas
TRX-20260702-0665,2026-07-02,04:29,Bakso Solo Mas Mul,Langganan,Potong 8,9,16.64,11.96,4.68,0.719,36500,366080,436540,70460,Tempo_7H,Belum Lunas
TRX-20260702-0666,2026-07-02,05:49,Katering Berkah Ibu,Langganan,Potong 4,16,29.38,21.27,8.11,0.724,35000,646360,744450,98090,Tempo_14H,Belum Lunas
TRX-20260702-0667,2026-07-02,10:52,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 12,18,39.88,28.75,11.13,0.721,36500,877360,1049375,172015,Tempo_3H,Belum Lunas
TRX-20260702-0668,2026-07-02,10:22,Eceran Umum,Umum,Karkas Utuh,1,1.87,1.4,0.47,0.747,35000,41140,49000,7860,Tunai,Lunas
TRX-20260702-0669,2026-07-02,05:18,Eceran Umum,Umum,Potong 8,2,4.27,3.04,1.23,0.713,36500,93939,110960,17021,Tunai,Lunas
TRX-20260702-0670,2026-07-02,03:34,Katering Berkah Ibu,Langganan,Potong 8,10,20.01,14.73,5.28,0.736,36500,440220,537645,97425,Tempo_14H,Belum Lunas
TRX-20260702-0671,2026-07-02,06:59,Eceran Umum,Umum,Campur,2,3.56,2.69,0.87,0.757,35000,78320,94150,15830,Tunai,Lunas
TRX-20260702-0672,2026-07-02,08:24,Ayam Geprek Sambal Bawang,Langganan,Potong 8,10,19.78,14.7,5.08,0.743,36500,435160,536550,101390,Tunai,Belum Lunas
TRX-20260702-0673,2026-07-02,04:42,Eceran Umum,Umum,Potong 4,1,1.78,1.31,0.47,0.734,35000,39160,45850,6690,Tunai,Lunas
TRX-20260703-0674,2026-07-03,04:23,Eceran Umum,Umum,Potong 12,2,3.65,2.68,0.97,0.734,36500,80300,97820,17520,Tunai,Lunas
TRX-20260703-0675,2026-07-03,06:26,Eceran Umum,Umum,Potong 12,1,1.91,1.38,0.53,0.72,36500,42020,50369,8349,Tunai,Lunas
TRX-20260703-0676,2026-07-03,03:48,Warung Padang Roda Jaya,Langganan,Karkas Utuh,9,20.3,14.47,5.83,0.713,35000,446600,506450,59850,Tempo_7H,Belum Lunas
TRX-20260703-0677,2026-07-03,04:40,Eceran Umum,Umum,Potong 8,1,1.82,1.3,0.52,0.715,36500,40040,47450,7410,Tunai,Lunas
TRX-20260703-0678,2026-07-03,03:02,Eceran Umum,Umum,Karkas Utuh,1,1.73,1.23,0.5,0.712,35000,38060,43050,4990,Tunai,Lunas
TRX-20260703-0679,2026-07-03,04:23,Bakso Solo Mas Mul,Langganan,Potong 8,34,72.12,52.21,19.91,0.724,36500,1586640,1905665,319025,Tempo_7H,Belum Lunas
TRX-20260703-0680,2026-07-03,05:15,Eceran Umum,Umum,Potong 8,1,2.1,1.56,0.54,0.741,36500,46200,56940,10740,Tunai,Lunas
TRX-20260703-0681,2026-07-03,04:41,Eceran Umum,Umum,Karkas Utuh,2,3.58,2.69,0.89,0.75,35000,78760,94150,15390,Tunai,Lunas
TRX-20260703-0682,2026-07-03,05:44,Eceran Umum,Umum,Potong 8,2,3.47,2.61,0.86,0.752,36500,76340,95265,18925,Tunai,Lunas
TRX-20260703-0683,2026-07-03,06:09,Eceran Umum,Umum,Potong 8,2,3.98,2.83,1.15,0.711,36500,87560,103295,15735,Tunai,Lunas
TRX-20260703-0684,2026-07-03,06:03,Eceran Umum,Umum,Potong 12,1,1.85,1.34,0.51,0.725,36500,40700,48910,8210,Tunai,Lunas
TRX-20260703-0685,2026-07-03,04:56,Eceran Umum,Umum,Fillet Dada,1,2.03,1.52,0.51,0.75,48000,44659,72960,28301,Tunai,Lunas
TRX-20260703-0686,2026-07-03,07:03,Ayam Geprek Sambal Bawang,Langganan,Campur,14,26.66,19.12,7.54,0.717,35000,586520,669200,82680,Tunai,Belum Lunas
TRX-20260703-0687,2026-07-03,03:29,Eceran Umum,Umum,Potong 4,1,2.15,1.53,0.62,0.711,35000,47300,53550,6250,Tunai,Lunas
TRX-20260703-0688,2026-07-03,05:36,Eceran Umum,Umum,Potong 4,2,3.44,2.53,0.91,0.736,35000,75680,88550,12870,Tunai,Lunas
TRX-20260703-0689,2026-07-03,09:38,Katering Berkah Ibu,Langganan,Campur,11,20.26,14.77,5.49,0.729,35000,445720,516950,71230,Tempo_14H,Belum Lunas
TRX-20260703-0690,2026-07-03,03:30,Ayam Geprek Sambal Bawang,Langganan,Campur,16,29.24,21.02,8.22,0.719,35000,643280,735700,92420,Tunai,Belum Lunas
TRX-20260703-0691,2026-07-03,06:54,Eceran Umum,Umum,Potong 8,2,3.55,2.56,0.99,0.72,36500,78100,93440,15340,Tunai,Lunas
TRX-20260703-0692,2026-07-03,06:21,Eceran Umum,Umum,Potong 8,1,1.96,1.48,0.48,0.756,36500,43120,54020,10900,Tunai,Lunas
TRX-20260703-0693,2026-07-03,07:14,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,27,58.93,42.25,16.68,0.717,48000,1296460,2028000,731540,Tempo_3H,Belum Lunas
TRX-20260703-0694,2026-07-03,03:48,Katering Berkah Ibu,Langganan,Karkas Utuh,19,36.74,27.59,9.15,0.751,35000,808280,965650,157370,Tempo_14H,Lunas
TRX-20260704-0695,2026-07-04,05:44,Warung Padang Roda Jaya,Langganan,Fillet Dada,31,67.97,49.21,18.76,0.724,48000,1495340,2362080,866740,Tempo_7H,Belum Lunas
TRX-20260704-0696,2026-07-04,08:24,Eceran Umum,Umum,Karkas Utuh,2,4.05,2.98,1.07,0.736,35000,89100,104300,15200,Tunai,Lunas
TRX-20260704-0697,2026-07-04,04:02,Eceran Umum,Umum,Karkas Utuh,1,1.77,1.34,0.43,0.758,35000,38940,46900,7960,Tunai,Lunas
TRX-20260704-0698,2026-07-04,06:29,Eceran Umum,Umum,Campur,1,2.17,1.58,0.59,0.726,35000,47740,55300,7560,Tunai,Lunas
TRX-20260704-0699,2026-07-04,03:00,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,12,25.67,18.56,7.11,0.723,36500,564740,677440,112700,Tempo_3H,Belum Lunas
TRX-20260704-0700,2026-07-04,03:26,Eceran Umum,Umum,Campur,2,4.25,3.1,1.15,0.729,35000,93500,108500,15000,Tunai,Lunas
TRX-20260704-0701,2026-07-04,07:52,Eceran Umum,Umum,Potong 12,1,2.06,1.52,0.54,0.736,36500,45320,55480,10160,Tunai,Lunas
TRX-20260704-0702,2026-07-04,05:04,Depot Mie Pangsit 88,Langganan,Campur,7,15.08,10.78,4.3,0.715,35000,331760,377300,45540,Tempo_3H,Belum Lunas
TRX-20260704-0703,2026-07-04,06:30,Katering Berkah Ibu,Langganan,Karkas Utuh,32,69.21,49.55,19.66,0.716,35000,1522619,1734250,211631,Tempo_14H,Belum Lunas
TRX-20260704-0704,2026-07-04,03:05,Ayam Geprek Sambal Bawang,Langganan,Potong 4,22,46.55,33.7,12.85,0.724,35000,1024099,1179500,155401,Tunai,Lunas
TRX-20260704-0705,2026-07-04,04:23,Warung Nasi Sunda Ibu Imas,Langganan,Campur,33,61.7,43.87,17.83,0.711,35000,1357400,1535450,178050,Tempo_7H,Belum Lunas
TRX-20260704-0706,2026-07-04,04:43,Warung Nasi Sunda Ibu Imas,Langganan,Potong 8,33,67.99,49.77,18.22,0.732,36500,1495780,1816605,320825,Tempo_7H,Belum Lunas
TRX-20260704-0707,2026-07-04,05:37,Warung Padang Roda Jaya,Langganan,Karkas Utuh,31,59.67,42.6,17.07,0.714,35000,1312740,1491000,178260,Tempo_7H,Belum Lunas
TRX-20260704-0708,2026-07-04,05:20,Depot Mie Pangsit 88,Langganan,Potong 8,26,49.34,37.05,12.29,0.751,36500,1085480,1352325,266845,Tempo_3H,Belum Lunas
TRX-20260704-0709,2026-07-04,05:57,Eceran Umum,Umum,Karkas Utuh,2,3.91,2.84,1.07,0.726,35000,86020,99400,13380,Tunai,Lunas
TRX-20260704-0710,2026-07-04,10:04,Depot Mie Pangsit 88,Langganan,Potong 4,20,39.76,29.38,10.38,0.739,35000,874720,1028300,153580,Tempo_3H,Belum Lunas
TRX-20260704-0711,2026-07-04,03:42,Ayam Geprek Sambal Bawang,Langganan,Campur,26,56.45,40.53,15.92,0.718,35000,1241900,1418550,176650,Tunai,Lunas
TRX-20260704-0712,2026-07-04,06:00,Eceran Umum,Umum,Potong 4,1,1.76,1.3,0.46,0.736,35000,38720,45500,6780,Tunai,Lunas
TRX-20260704-0713,2026-07-04,04:31,Eceran Umum,Umum,Potong 12,2,3.51,2.5,1.01,0.712,36500,77220,91250,14030,Tunai,Lunas
TRX-20260704-0714,2026-07-04,04:22,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,28,50.95,37.19,13.76,0.73,48000,1120900,1785120,664220,Tempo_7H,Belum Lunas
TRX-20260704-0715,2026-07-04,05:38,Eceran Umum,Umum,Fillet Dada,1,2.13,1.6,0.53,0.753,48000,46860,76800,29940,Tunai,Lunas
TRX-20260704-0716,2026-07-04,07:57,Eceran Umum,Umum,Karkas Utuh,1,1.94,1.47,0.47,0.759,35000,42680,51450,8770,Tunai,Lunas
TRX-20260704-0717,2026-07-04,04:00,Bakso Solo Mas Mul,Langganan,Fillet Dada,21,46.8,33.46,13.34,0.715,48000,1029599,1606080,576481,Tempo_7H,Belum Lunas
TRX-20260704-0718,2026-07-04,03:11,Eceran Umum,Umum,Campur,2,4.22,3.07,1.15,0.727,35000,92840,107450,14610,Tunai,Lunas
TRX-20260704-0719,2026-07-04,03:00,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Campur,21,40.25,28.7,11.55,0.713,35000,885500,1004500,119000,Tempo_3H,Lunas
TRX-20260705-0720,2026-07-05,05:29,Eceran Umum,Umum,Potong 8,1,2.15,1.58,0.57,0.735,36500,47300,57670,10370,Tunai,Lunas
TRX-20260705-0721,2026-07-05,03:30,Eceran Umum,Umum,Potong 4,2,3.7,2.68,1.02,0.725,35000,81400,93800,12400,Tunai,Lunas
TRX-20260705-0722,2026-07-05,03:45,Eceran Umum,Umum,Campur,1,2.02,1.45,0.57,0.716,35000,44440,50750,6310,Tunai,Lunas
TRX-20260705-0723,2026-07-05,08:00,Eceran Umum,Umum,Fillet Dada,1,1.76,1.27,0.49,0.719,48000,38720,60960,22240,Tunai,Lunas
TRX-20260705-0724,2026-07-05,06:15,Warung Padang Roda Jaya,Langganan,Karkas Utuh,33,67.37,48.57,18.8,0.721,35000,1482140,1699950,217810,Tempo_7H,Lunas
TRX-20260705-0725,2026-07-05,05:16,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,27,61.84,45.76,16.08,0.74,48000,1360480,2196480,836000,Tempo_3H,Belum Lunas
TRX-20260705-0726,2026-07-05,09:13,Ayam Geprek Sambal Bawang,Langganan,Potong 8,11,23.06,17.18,5.88,0.745,36500,507320,627070,119750,Tunai,Lunas
TRX-20260705-0727,2026-07-05,07:21,Eceran Umum,Umum,Potong 12,2,4.06,2.91,1.15,0.716,36500,89319,106215,16896,Tunai,Lunas
TRX-20260705-0728,2026-07-05,07:05,Eceran Umum,Umum,Potong 8,1,2.18,1.57,0.61,0.72,36500,47960,57305,9345,Tunai,Lunas
TRX-20260705-0729,2026-07-05,09:32,Eceran Umum,Umum,Karkas Utuh,1,2.13,1.53,0.6,0.716,35000,46860,53550,6690,Tunai,Lunas
TRX-20260705-0730,2026-07-05,05:57,Bakso Solo Mas Mul,Langganan,Karkas Utuh,27,56.97,41.82,15.15,0.734,35000,1253340,1463700,210360,Tempo_7H,Belum Lunas
TRX-20260705-0731,2026-07-05,06:28,Bakso Solo Mas Mul,Langganan,Karkas Utuh,13,26.85,20.06,6.79,0.747,35000,590700,702100,111400,Tempo_7H,Belum Lunas
TRX-20260705-0732,2026-07-05,08:40,Katering Berkah Ibu,Langganan,Potong 4,18,38.44,29.06,9.38,0.756,35000,845680,1017100,171420,Tempo_14H,Belum Lunas
TRX-20260705-0733,2026-07-05,06:20,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,21,42.27,32.04,10.23,0.758,36500,929940,1169460,239520,Tempo_3H,Belum Lunas
TRX-20260705-0734,2026-07-05,09:15,Depot Mie Pangsit 88,Langganan,Potong 12,19,41.41,30.89,10.52,0.746,36500,911019,1127485,216466,Tempo_3H,Lunas
TRX-20260705-0735,2026-07-05,05:35,Warung Padang Roda Jaya,Langganan,Potong 8,17,33.51,24.93,8.58,0.744,36500,737220,909945,172725,Tempo_7H,Lunas
TRX-20260705-0736,2026-07-05,04:09,Katering Berkah Ibu,Langganan,Potong 12,20,38.41,28.0,10.41,0.729,36500,845019,1022000,176981,Tempo_14H,Lunas
TRX-20260705-0737,2026-07-05,04:16,Eceran Umum,Umum,Potong 4,1,1.7,1.25,0.45,0.734,35000,37400,43750,6350,Tunai,Lunas
TRX-20260705-0738,2026-07-05,04:16,Eceran Umum,Umum,Karkas Utuh,2,4.37,3.15,1.22,0.72,35000,96140,110250,14110,Tunai,Lunas
TRX-20260705-0739,2026-07-05,05:54,Bakso Solo Mas Mul,Langganan,Potong 4,14,28.94,20.84,8.1,0.72,35000,636680,729400,92720,Tempo_7H,Lunas
TRX-20260705-0740,2026-07-05,04:08,Ayam Geprek Sambal Bawang,Langganan,Fillet Dada,33,64.99,49.26,15.73,0.758,48000,1429780,2364480,934700,Tunai,Belum Lunas
TRX-20260705-0741,2026-07-05,08:08,Depot Mie Pangsit 88,Langganan,Potong 4,31,63.01,45.43,17.58,0.721,35000,1386220,1590050,203830,Tempo_3H,Belum Lunas
TRX-20260705-0742,2026-07-05,05:25,Ayam Geprek Sambal Bawang,Langganan,Potong 4,21,42.47,31.17,11.3,0.734,35000,934340,1090950,156610,Tunai,Belum Lunas
TRX-20260705-0743,2026-07-05,05:32,Ayam Geprek Sambal Bawang,Langganan,Potong 8,28,55.19,40.4,14.79,0.732,36500,1214180,1474600,260420,Tunai,Belum Lunas
TRX-20260705-0744,2026-07-05,07:52,Eceran Umum,Umum,Potong 12,2,4.14,3.1,1.04,0.75,36500,91080,113150,22070,Tunai,Lunas
TRX-20260705-0745,2026-07-05,04:48,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Karkas Utuh,26,55.56,40.73,14.83,0.733,35000,1222320,1425550,203230,Tempo_3H,Belum Lunas
TRX-20260705-0746,2026-07-05,06:15,Eceran Umum,Umum,Potong 12,2,3.95,2.84,1.11,0.72,36500,86900,103660,16760,Tunai,Lunas
TRX-20260705-0747,2026-07-05,06:44,Eceran Umum,Umum,Potong 8,1,2.18,1.63,0.55,0.746,36500,47960,59494,11534,Tunai,Lunas
TRX-20260705-0748,2026-07-05,05:29,Warung Nasi Sunda Ibu Imas,Langganan,Potong 4,30,61.88,46.1,15.78,0.745,35000,1361360,1613500,252140,Tempo_7H,Belum Lunas
TRX-20260705-0749,2026-07-05,03:27,Eceran Umum,Umum,Potong 8,2,3.44,2.61,0.83,0.759,36500,75680,95265,19585,Tunai,Lunas
TRX-20260706-0750,2026-07-06,03:01,Eceran Umum,Umum,Karkas Utuh,1,2.17,1.59,0.58,0.735,35000,47740,55650,7910,Tunai,Lunas
TRX-20260706-0751,2026-07-06,08:13,Bakso Solo Mas Mul,Langganan,Potong 8,6,13.61,10.02,3.59,0.736,36500,299420,365730,66310,Tempo_7H,Belum Lunas
TRX-20260706-0752,2026-07-06,03:51,Eceran Umum,Umum,Fillet Dada,2,3.73,2.69,1.04,0.72,48000,82060,129120,47060,Tunai,Lunas
TRX-20260706-0753,2026-07-06,05:19,Depot Mie Pangsit 88,Langganan,Fillet Dada,15,27.63,20.11,7.52,0.728,48000,607860,965280,357420,Tempo_3H,Belum Lunas
TRX-20260706-0754,2026-07-06,07:04,Eceran Umum,Umum,Potong 12,1,1.76,1.26,0.5,0.717,36500,38720,45990,7270,Tunai,Lunas
TRX-20260706-0755,2026-07-06,05:07,Eceran Umum,Umum,Potong 4,1,2.05,1.55,0.5,0.756,35000,45099,54250,9151,Tunai,Lunas
TRX-20260706-0756,2026-07-06,04:54,Bakso Solo Mas Mul,Langganan,Potong 12,16,30.34,21.69,8.65,0.715,36500,667480,791685,124205,Tempo_7H,Belum Lunas
TRX-20260706-0757,2026-07-06,03:02,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,23,46.95,33.48,13.47,0.713,35000,1032900,1171800,138900,Tempo_3H,Lunas
TRX-20260706-0758,2026-07-06,06:56,Bakso Solo Mas Mul,Langganan,Campur,9,16.76,12.0,4.76,0.716,35000,368720,420000,51280,Tempo_7H,Belum Lunas
TRX-20260706-0759,2026-07-06,04:10,Eceran Umum,Umum,Potong 12,1,1.82,1.33,0.49,0.73,36500,40040,48545,8505,Tunai,Lunas
TRX-20260706-0760,2026-07-06,03:35,Eceran Umum,Umum,Karkas Utuh,2,3.66,2.74,0.92,0.749,35000,80520,95900,15380,Tunai,Lunas
TRX-20260706-0761,2026-07-06,05:47,Eceran Umum,Umum,Potong 8,1,2.1,1.51,0.59,0.717,36500,46200,55115,8915,Tunai,Lunas
TRX-20260706-0762,2026-07-06,08:22,Eceran Umum,Umum,Potong 8,1,2.06,1.55,0.51,0.752,36500,45320,56575,11255,Tunai,Lunas
TRX-20260706-0763,2026-07-06,04:09,Ayam Geprek Sambal Bawang,Langganan,Campur,30,54.74,40.56,14.18,0.741,35000,1204280,1419600,215320,Tunai,Lunas
TRX-20260706-0764,2026-07-06,06:20,Eceran Umum,Umum,Potong 8,1,1.84,1.35,0.49,0.733,36500,40480,49275,8795,Tunai,Lunas
TRX-20260706-0765,2026-07-06,07:27,Warung Padang Roda Jaya,Langganan,Karkas Utuh,16,30.72,22.12,8.6,0.72,35000,675840,774200,98360,Tempo_7H,Belum Lunas
TRX-20260706-0766,2026-07-06,03:25,Bakso Solo Mas Mul,Langganan,Potong 8,27,49.09,35.0,14.09,0.713,36500,1079980,1277500,197520,Tempo_7H,Belum Lunas
TRX-20260706-0767,2026-07-06,03:39,Eceran Umum,Umum,Campur,2,3.66,2.68,0.98,0.731,35000,80520,93800,13280,Tunai,Lunas
TRX-20260706-0768,2026-07-06,05:49,Eceran Umum,Umum,Potong 4,2,3.73,2.71,1.02,0.726,35000,82060,94850,12790,Tunai,Lunas
TRX-20260706-0769,2026-07-06,04:09,Eceran Umum,Umum,Potong 8,1,2.18,1.65,0.53,0.759,36500,47960,60225,12265,Tunai,Lunas
TRX-20260706-0770,2026-07-06,06:39,Ayam Geprek Sambal Bawang,Langganan,Potong 8,14,29.62,21.71,7.91,0.733,36500,651640,792415,140775,Tunai,Belum Lunas
TRX-20260707-0771,2026-07-07,03:11,Eceran Umum,Umum,Campur,1,1.76,1.27,0.49,0.719,35000,38720,44450,5730,Tunai,Lunas
TRX-20260707-0772,2026-07-07,03:53,Warung Padang Roda Jaya,Langganan,Potong 4,33,63.04,46.4,16.64,0.736,35000,1386880,1624000,237120,Tempo_7H,Lunas
TRX-20260707-0773,2026-07-07,08:43,Bakso Solo Mas Mul,Langganan,Campur,17,37.92,28.25,9.67,0.745,35000,834240,988750,154510,Tempo_7H,Lunas
TRX-20260707-0774,2026-07-07,08:11,Eceran Umum,Umum,Karkas Utuh,2,4.15,3.11,1.04,0.75,35000,91300,108850,17550,Tunai,Lunas
TRX-20260707-0775,2026-07-07,05:10,Eceran Umum,Umum,Fillet Dada,1,1.84,1.34,0.5,0.726,48000,40480,64320,23840,Tunai,Lunas
TRX-20260707-0776,2026-07-07,05:06,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Fillet Dada,7,13.65,9.81,3.84,0.719,48000,300300,470880,170580,Tempo_3H,Belum Lunas
TRX-20260707-0777,2026-07-07,04:25,Warung Padang Roda Jaya,Langganan,Campur,27,53.0,38.85,14.15,0.733,35000,1166000,1359750,193750,Tempo_7H,Lunas
TRX-20260707-0778,2026-07-07,04:22,Warung Nasi Sunda Ibu Imas,Langganan,Campur,34,74.27,54.29,19.98,0.731,35000,1633940,1900150,266210,Tempo_7H,Belum Lunas
TRX-20260707-0779,2026-07-07,03:11,Eceran Umum,Umum,Potong 8,2,4.29,3.06,1.23,0.714,36500,94380,111690,17310,Tunai,Lunas
TRX-20260707-0780,2026-07-07,08:53,Warung Padang Roda Jaya,Langganan,Potong 12,7,13.07,9.89,3.18,0.757,36500,287540,360985,73445,Tempo_7H,Belum Lunas
TRX-20260707-0781,2026-07-07,06:13,Warung Nasi Sunda Ibu Imas,Langganan,Karkas Utuh,10,19.38,14.09,5.29,0.727,35000,426360,493150,66790,Tempo_7H,Belum Lunas
TRX-20260707-0782,2026-07-07,08:09,Bakso Solo Mas Mul,Langganan,Karkas Utuh,19,41.22,29.39,11.83,0.713,35000,906840,1028650,121810,Tempo_7H,Belum Lunas
TRX-20260707-0783,2026-07-07,04:03,Eceran Umum,Umum,Campur,2,4.12,3.13,0.99,0.759,35000,90640,109550,18910,Tunai,Lunas
TRX-20260707-0784,2026-07-07,07:02,Eceran Umum,Umum,Potong 12,1,1.79,1.36,0.43,0.757,36500,39380,49640,10260,Tunai,Lunas
TRX-20260707-0785,2026-07-07,04:40,Eceran Umum,Umum,Potong 8,1,2.0,1.46,0.54,0.732,36500,44000,53290,9290,Tunai,Lunas
TRX-20260707-0786,2026-07-07,04:11,Bakso Solo Mas Mul,Langganan,Potong 4,6,12.22,8.77,3.45,0.718,35000,268840,306950,38110,Tempo_7H,Belum Lunas
TRX-20260707-0787,2026-07-07,03:34,Eceran Umum,Umum,Potong 8,2,3.55,2.63,0.92,0.74,36500,78100,95995,17895,Tunai,Lunas
TRX-20260707-0788,2026-07-07,05:48,Katering Berkah Ibu,Langganan,Potong 4,8,16.42,11.66,4.76,0.71,35000,361240,408100,46860,Tempo_14H,Belum Lunas
TRX-20260707-0789,2026-07-07,03:30,Katering Berkah Ibu,Langganan,Fillet Dada,20,40.21,29.55,10.66,0.735,48000,884620,1418400,533780,Tempo_14H,Belum Lunas
TRX-20260707-0790,2026-07-07,05:46,Bakso Solo Mas Mul,Langganan,Potong 12,31,62.88,46.15,16.73,0.734,36500,1383360,1684475,301115,Tempo_7H,Belum Lunas
TRX-20260707-0791,2026-07-07,06:21,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,22,44.89,32.01,12.88,0.713,48000,987580,1536480,548900,Tempo_7H,Belum Lunas
TRX-20260708-0792,2026-07-08,08:57,Bakso Solo Mas Mul,Langganan,Fillet Dada,25,45.78,34.38,11.4,0.751,48000,1007160,1650240,643080,Tempo_7H,Belum Lunas
TRX-20260708-0793,2026-07-08,05:36,Eceran Umum,Umum,Fillet Dada,2,4.02,2.89,1.13,0.719,48000,88439,138720,50281,Tunai,Lunas
TRX-20260708-0794,2026-07-08,06:18,Warung Padang Roda Jaya,Langganan,Potong 8,11,19.85,14.17,5.68,0.714,36500,436700,517205,80505,Tempo_7H,Belum Lunas
TRX-20260708-0795,2026-07-08,03:31,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,17,31.05,22.76,8.29,0.733,36500,683100,830740,147640,Tempo_3H,Belum Lunas
TRX-20260708-0796,2026-07-08,06:20,Eceran Umum,Umum,Karkas Utuh,2,4.36,3.24,1.12,0.742,35000,95920,113400,17480,Tunai,Lunas
TRX-20260708-0797,2026-07-08,03:16,Bakso Solo Mas Mul,Langganan,Fillet Dada,29,54.94,40.16,14.78,0.731,48000,1208680,1927679,718999,Tempo_7H,Belum Lunas
TRX-20260708-0798,2026-07-08,04:49,Warung Padang Roda Jaya,Langganan,Karkas Utuh,18,37.89,27.96,9.93,0.738,35000,833580,978600,145020,Tempo_7H,Belum Lunas
TRX-20260708-0799,2026-07-08,04:30,Warung Nasi Sunda Ibu Imas,Langganan,Fillet Dada,5,10.96,8.04,2.92,0.734,48000,241120,385919,144799,Tempo_7H,Belum Lunas
TRX-20260708-0800,2026-07-08,09:51,Eceran Umum,Umum,Potong 8,2,4.29,3.1,1.19,0.723,36500,94380,113150,18770,Tunai,Lunas
TRX-20260708-0801,2026-07-08,04:56,Warung Padang Roda Jaya,Langganan,Potong 4,5,11.5,8.2,3.3,0.713,35000,253000,287000,34000,Tempo_7H,Belum Lunas
TRX-20260708-0802,2026-07-08,03:44,Eceran Umum,Umum,Potong 8,1,1.74,1.25,0.49,0.716,36500,38280,45625,7345,Tunai,Lunas
TRX-20260708-0803,2026-07-08,05:47,Ayam Geprek Sambal Bawang,Langganan,Campur,23,44.38,32.26,12.12,0.727,35000,976360,1129100,152740,Tunai,Belum Lunas
TRX-20260708-0804,2026-07-08,09:55,Depot Mie Pangsit 88,Langganan,Karkas Utuh,14,31.93,23.53,8.4,0.737,35000,702460,823550,121090,Tempo_3H,Lunas
TRX-20260708-0805,2026-07-08,05:35,Eceran Umum,Umum,Potong 12,1,2.2,1.59,0.61,0.724,36500,48400,58035,9635,Tunai,Lunas
TRX-20260708-0806,2026-07-08,05:35,Warung Padang Roda Jaya,Langganan,Karkas Utuh,8,18.31,13.79,4.52,0.753,35000,402820,482649,79829,Tempo_7H,Belum Lunas
TRX-20260708-0807,2026-07-08,04:50,Depot Mie Pangsit 88,Langganan,Karkas Utuh,9,18.52,14.08,4.44,0.76,35000,407440,492800,85360,Tempo_3H,Belum Lunas
TRX-20260708-0808,2026-07-08,07:34,Eceran Umum,Umum,Karkas Utuh,1,1.87,1.37,0.5,0.732,35000,41140,47950,6810,Tunai,Lunas
TRX-20260708-0809,2026-07-08,05:34,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 8,23,45.29,33.74,11.55,0.745,36500,996380,1231510,235130,Tempo_3H,Lunas
TRX-20260708-0810,2026-07-08,04:58,Bakso Solo Mas Mul,Langganan,Karkas Utuh,34,64.3,47.32,16.98,0.736,35000,1414600,1656200,241600,Tempo_7H,Belum Lunas
TRX-20260708-0811,2026-07-08,06:58,Eceran Umum,Umum,Karkas Utuh,1,1.82,1.33,0.49,0.733,35000,40040,46550,6510,Tunai,Lunas
TRX-20260708-0812,2026-07-08,06:35,Ayam Geprek Sambal Bawang,Langganan,Karkas Utuh,10,19.31,14.27,5.04,0.739,35000,424820,499450,74630,Tunai,Belum Lunas
TRX-20260708-0813,2026-07-08,05:17,Eceran Umum,Umum,Potong 4,2,4.09,3.08,1.01,0.752,35000,89980,107800,17820,Tunai,Lunas
TRX-20260709-0814,2026-07-09,03:13,Ayam Geprek Sambal Bawang,Langganan,Potong 12,27,50.21,36.25,13.96,0.722,36500,1104620,1323125,218505,Tunai,Lunas
TRX-20260709-0815,2026-07-09,03:06,Pecel Lele & Ayam Lamongan Cak Har,Langganan,Potong 4,16,36.39,27.15,9.24,0.746,35000,800580,950250,149670,Tempo_3H,Lunas
TRX-20260709-0816,2026-07-09,05:01,Bakso Solo Mas Mul,Langganan,Potong 8,34,72.1,54.0,18.1,0.749,36500,1586199,1971000,384801,Tempo_7H,Belum Lunas
TRX-20260709-0817,2026-07-09,07:58,Eceran Umum,Umum,Karkas Utuh,1,1.7,1.25,0.45,0.735,35000,37400,43750,6350,Tunai,Lunas
